,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Atlanta Hawks,2020,72,41,31,0.569,48.3,113.7,40.8,87.2,46.8,12.4,33.4,37.3,19.7,24.2,81.2,10.6,35.1,45.6,24.1,13.2,7.0,4.8,5.0,19.3,19.8,2.3,59.1,1.82,17.6,112.1,74.2,53.9,2.2,114.3,28.4,98.68,51.1,"7,160",51.6,13.3,58.1,11,19,9,13,11,18,14,20,6,9,7,20,16,9,22,9,11,11,19,23,15,17,19,12,2,4,5,5,10,5,19,23,21,16,14,13,9,10
11,New York Knicks,2020,72,41,31,0.569,48.4,107.0,39.4,86.5,45.6,11.8,30.0,39.2,16.4,20.9,78.4,9.7,35.5,45.1,21.4,12.9,7.0,5.1,5.4,20.5,17.9,2.3,54.3,1.65,16.3,107.8,73.8,52.4,2.4,110.2,26.4,96.32,50.2,"6,994",50.5,13.3,55.9,12,20,22,27,9,29,24,27,17,12,12,21,23,23,30,15,12,26,24,26,21,21,27,3,19,23,14,16,6,10,29,25,22,10,6,5,29,11
12,Miami Heat,2020,72,40,32,0.556,48.3,108.1,39.2,83.7,46.8,12.9,36.2,35.8,16.7,21.1,79.0,8.0,33.5,41.5,26.3,14.1,7.9,4.0,4.0,18.9,19.6,0.0,67.1,1.87,19.5,110.7,73.3,54.6,-0.1,110.6,24.0,97.09,50.9,"7,036",49.1,14.4,58.1,13,18,18,22,17,2,10,3,28,18,22,9,11,10,29,13,13,25,26,30,16,15,11,19,13,21,12,29,23,29,9,14,9,30,27,20,10,16
13,Golden State Warriors,2020,72,39,33,0.542,48.1,113.7,41.3,88.2,46.8,14.6,38.7,37.6,16.6,21.1,78.5,8.0,35.1,43.0,27.7,15.0,8.2,4.8,4.3,21.2,19.5,1.1,67.0,1.84,19.6,109.4,72.7,55.1,1.1,110.5,22.2,102.81,51.0,"7,412",48.0,14.6,58.3,14,17,19,26,15,3,13,2,30,22,27,7,7,7,3,12,14,12,17,17,17,3,5,9,15,22,13,30,11,22,1,5,6,17,25,2,11,14
14,Memphis Grizzlies,2020,72,38,34,0.528,48.3,113.3,42.8,91.8,46.7,11.2,31.4,35.6,16.4,21.3,77.1,11.2,35.3,46.5,26.9,13.3,9.1,5.1,5.2,18.7,18.3,1.0,62.8,2.03,18.9,110.5,73.6,52.8,1.2,111.7,28.5,100.77,51.1,"7,302",50.7,13.1,56.0,15,16,15,24,13,7,3,9,4,15,11,24,22,22,8,10,15,15,7,2,18,24,23,20,20,17,18,2,8,4,4,21,2,11,11,22,25,15
15,Boston Celtics,2020,72,36,36,0.5,48.3,112.6,41.5,88.9,46.6,13.6,36.4,37.4,16.1,20.8,77.5,10.6,33.6,44.3,23.5,14.1,7.7,5.3,4.6,20.4,19.3,1.5,56.6,1.67,17.1,111.8,73.7,54.3,1.2,113.1,28.9,98.94,50.1,"7,172",51.0,14.1,57.4,16,15,10,18,14,27,22,26,3,14,10,13,12,16,20,17,16,16,13,11,19,11,10,11,25,25,16,6,22,15,25,15,13,7,22,7,13,13
16,Indiana Pacers,2020,72,34,38,0.472,48.5,115.3,43.3,91.2,47.4,12.3,34.0,36.4,16.4,20.7,79.2,9.0,33.7,42.7,27.4,13.5,8.5,6.4,5.3,20.2,18.1,0.0,63.3,2.02,19.2,111.9,70.1,54.2,0.1,111.9,24.7,102.05,50.2,"7,419",47.6,13.1,57.5,17,13,14,17,16,5,4,6,26,30,29,25,13,14,4,16,17,7,4,3,11,18,17,16,21,26,9,26,21,25,2,19,5,1,7,9,27,17
17,Washington Wizards,2020,72,34,38,0.472,48.3,116.6,43.2,90.9,47.5,10.2,29.0,35.1,20.1,26.2,76.9,9.7,35.5,45.2,25.5,14.4,7.3,4.1,4.8,21.6,22.0,-1.8,59.0,1.77,17.8,112.3,73.6,53.1,-1.6,110.7,25.0,104.67,49.6,"7,585",49.4,13.7,56.9,18,14,17,11,22,19,19,17,24,16,19,15,20,19,1,19,18,3,5,5,10,28,29,22,1,1,19,17,7,8,13,11,18,29,16,1,1,22
18,Charlotte Hornets,2020,72,33,39,0.458,48.2,109.5,39.9,87.8,45.5,13.7,37.0,36.9,15.9,20.9,76.1,10.6,33.2,43.8,26.8,14.8,7.8,4.8,4.8,18.0,18.6,-1.9,67.2,1.81,19.2,112.0,72.2,53.2,-1.9,110.1,27.6,99.0,48.9,"7,159",49.6,14.9,56.4,19,11,23,14,23,1,16,7,9,26,17,6,19,21,18,22,19,23,22,20,22,10,9,14,26,24,21,7,25,19,7,7,11,18,17,26,20,23
19,San Antonio Spurs,2020,72,33,39,0.458,48.6,111.1,41.9,90.5,46.2,9.9,28.4,35.0,17.4,22.0,79.2,9.3,34.6,43.9,24.4,11.4,7.0,5.1,5.1,18.0,18.6,-1.7,58.4,2.14,17.9,112.0,73.3,51.7,-1.5,110.5,24.3,99.45,49.3,"7,236",48.5,11.3,55.4,20,12,20,15,21,21,2,16,27,19,24,29,27,26,15,21,20,20,11,7,20,30,30,24,9,11,10,23,16,18,17,29,23,12,12,27,21,21
20,Chicago Bulls,2020,72,31,41,0.431,48.3,110.7,42.2,88.6,47.6,12.6,34.0,37.0,13.8,17.5,79.1,9.6,35.3,45.0,26.8,15.1,6.7,4.2,5.1,18.9,17.7,-0.9,63.5,1.77,19.2,111.5,76.7,54.7,-1.1,110.4,26.7,99.58,49.9,"7,220",51.9,15.1,57.5,21,8,21,20,20,4,20,8,15,1,5,4,10,15,13,18,21,21,10,13,9,16,18,13,30,30,11,18,9,11,8,4,28,27,13,21,30,20
21,New Orleans Pelicans,2020,72,31,41,0.431,48.4,114.6,42.5,89.1,47.7,10.6,30.4,34.8,19.0,26.1,72.9,11.7,35.7,47.4,26.0,14.6,7.6,4.4,5.9,18.0,21.3,-0.3,61.2,1.78,18.3,113.3,75.5,53.7,-0.3,113.0,30.2,100.54,50.8,"7,303",52.7,14.4,57.0,22,9,11,8,18,13,18,11,1,4,2,10,17,17,10,14,22,9,9,10,7,27,25,26,4,2,29,1,3,3,10,9,14,22,1,28,3,18
22,Sacramento Kings,2020,72,31,41,0.431,48.1,113.7,42.6,88.6,48.1,12.1,33.3,36.4,16.4,22.0,74.5,9.4,32.0,41.4,25.5,13.4,7.5,5.0,4.7,19.4,18.7,-3.7,59.9,1.91,18.4,116.5,71.3,54.9,-3.8,112.7,25.3,100.71,48.1,"7,266",48.2,13.3,57.8,23,10,12,1,24,17,8,10,21,29,26,22,9,12,9,24,23,13,8,14,6,19,20,17,22,12,25,21,30,30,14,20,16,14,19,12,19,24
23,Toronto Raptors,2020,72,27,45,0.375,48.1,111.3,39.7,88.7,44.8,14.5,39.3,36.8,17.4,21.3,81.5,9.4,32.1,41.6,24.1,13.2,8.6,5.4,5.6,21.2,19.5,-0.5,60.7,1.82,17.7,112.0,71.6,52.9,-0.4,111.6,25.6,99.57,48.6,"7,177",47.9,13.3,56.7,24,7,16,16,19,15,15,19,18,28,28,23,21,20,14,23,24,19,23,12,26,4,4,15,10,18,4,22,29,28,20,24,4,5,4,3,12,19
24,Minnesota Timberwolves,2020,72,23,49,0.319,48.3,112.1,40.7,90.9,44.8,13.1,37.6,34.9,17.6,23.1,76.1,10.5,33.0,43.5,25.6,14.3,8.8,5.5,5.5,20.9,19.9,-5.6,63.0,1.8,18.0,114.5,71.7,52.0,-5.3,109.3,27.1,101.96,46.9,"7,389",48.4,13.9,55.5,25,6,25,3,26,6,17,15,11,27,25,14,25,25,5,26,25,18,20,6,27,13,7,25,8,7,22,9,27,20,11,12,3,3,5,4,8,26
25,Cleveland Cavaliers,2020,72,22,50,0.306,48.4,103.8,38.6,85.8,45.0,10.0,29.7,33.6,16.7,22.4,74.3,10.4,32.3,42.8,23.8,15.5,7.8,4.5,5.9,18.2,20.2,-8.4,61.8,1.54,17.5,113.5,72.9,50.8,-8.3,105.2,28.0,97.96,46.0,"7,107",49.9,15.7,54.3,26,4,28,6,28,12,29,21,7,21,15,2,29,28,25,27,26,30,29,28,25,29,28,30,14,9,26,10,28,24,21,2,12,21,2,24,6,28
26,Oklahoma City Thunder,2020,72,22,50,0.306,48.2,105.0,38.8,88.0,44.1,11.9,35.1,33.9,15.5,21.3,72.5,9.9,35.7,45.6,22.1,16.1,7.0,4.4,5.3,18.1,18.6,-10.6,56.8,1.37,16.1,113.4,74.2,50.9,-10.6,102.8,25.4,101.61,44.2,"7,353",49.4,15.8,53.9,27,5,30,7,30,26,30,29,19,10,20,1,28,29,7,30,27,28,27,19,29,20,13,28,29,19,30,14,4,6,27,1,24,23,8,25,22,30
27,Orlando Magic,2020,72,21,51,0.292,48.1,104.0,38.3,89.2,42.9,10.9,31.8,34.3,16.6,21.4,77.5,10.4,35.1,45.4,21.8,12.8,6.9,4.4,5.3,17.2,18.6,-9.3,57.0,1.7,16.3,113.9,74.4,49.0,-9.3,104.6,25.2,99.17,45.0,"7,158",48.8,12.9,52.7,28,3,29,5,29,24,21,28,23,8,23,26,30,30,17,29,28,29,30,9,30,26,22,27,16,16,17,11,12,7,28,26,26,24,9,30,23,29
28,Detroit Pistons,2020,72,20,52,0.278,48.4,106.6,38.7,85.6,45.2,11.6,32.9,35.1,17.8,23.4,75.9,9.6,33.1,42.7,24.2,14.9,7.4,5.2,5.8,20.5,20.4,-4.5,62.6,1.62,17.8,112.2,72.5,51.9,-4.5,107.6,26.7,98.19,47.3,"7,132",49.3,15.1,55.6,29,2,26,12,25,8,27,18,16,24,21,5,26,24,23,25,29,27,28,29,24,22,21,23,7,5,24,19,26,26,18,6,17,9,3,6,5,25
29,Houston Rockets,2020,72,17,55,0.236,48.1,108.8,39.3,88.5,44.4,13.8,40.6,33.9,16.5,22.3,74.0,9.3,33.3,42.6,23.6,14.7,7.6,5.0,5.3,19.5,19.3,-7.9,60.1,1.6,17.2,114.4,72.3,52.1,-7.4,107.0,24.0,101.69,45.1,"7,320",47.4,14.5,55.3,30,1,27,4,27,16,28,25,29,25,30,8,24,27,6,28,30,24,25,15,28,9,3,29,18,10,27,24,24,27,24,8,15,15,10,10,14,27
